quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
Phú Nhuận,32.0,32.0,2.0,2.0,4.4
Phú Nhuận,40.0,89.0,2.0,3.0,5.4
Phú Nhuận,48.0,48.0,3.0,3.0,5.6
Phú Nhuận,70.0,350.0,5.0,5.0,18.0
Phú Nhuận,55.0,200.0,5.0,5.0,13.3
Phú Nhuận,30.0,120.0,4.0,5.0,8.6
Phú Nhuận,88.0,500.0,8.0,8.0,18.5
Phú Nhuận,98.0,150.0,4.0,4.0,17.8
Phú Nhuận,102.0,714.0,6.0,6.0,29.0
Phú Nhuận,39.0,78.0,3.0,2.0,6.3
Phú Nhuận,60.0,300.0,6.0,7.0,13.9
Phú Nhuận,60.0,300.0,5.0,6.0,12.85
Phú Nhuận,71.0,225.0,6.0,5.0,23.0
Phú Nhuận,45.0,90.0,2.0,3.0,10.5
Phú Nhuận,84.0,200.0,6.0,3.0,14.999
Phú Nhuận,156.0,1000.0,10.0,12.0,54.0
Phú Nhuận,88.0,311.0,9.0,11.0,17.5
Phú Nhuận,21.0,77.0,3.0,3.0,4.95
Phú Nhuận,128.0,600.0,6.0,5.0,55.0
Phú Nhuận,13.0,40.0,2.0,2.0,2.7
Phú Nhuận,18.0,37.5,2.0,2.0,2.5
Phú Nhuận,71.0,300.0,9.0,9.0,8.8
Phú Nhuận,35.0,120.0,3.0,3.0,7.4
Phú Nhuận,32.0,110.0,5.0,4.0,6.3
Phú Nhuận,16.0,50.0,2.0,3.0,2.79
Phú Nhuận,32.0,140.0,6.0,5.0,9.5
Phú Nhuận,62.0,240.0,4.0,4.0,11.3
Phú Nhuận,62.0,240.0,4.0,4.0,11.3
Phú Nhuận,41.0,80.0,2.0,2.0,5.8
Phú Nhuận,54.0,250.0,5.0,5.0,11.9
Phú Nhuận,40.0,150.0,5.0,5.0,6.5
Phú Nhuận,43.0,120.0,4.0,5.0,8.6
Phú Nhuận,50.0,150.0,3.0,3.0,6.2
Phú Nhuận,60.0,250.0,6.0,7.0,11.0
Phú Nhuận,18.0,35.0,2.0,2.0,2.9
Phú Nhuận,101.0,500.0,6.0,7.0,15.5
Phú Nhuận,42.0,150.0,5.0,5.0,7.1
Phú Nhuận,56.0,100.0,2.0,2.0,7.5
Phú Nhuận,41.0,160.0,4.0,4.0,7.55
Phú Nhuận,68.0,130.0,3.0,3.0,6.8
Phú Nhuận,50.0,150.0,3.0,3.0,6.2
Phú Nhuận,55.0,150.0,4.0,4.0,6.89
Phú Nhuận,128.0,739.0,5.0,5.0,82.0
Phú Nhuận,160.0,480.0,3.0,3.0,68.0
Phú Nhuận,80.0,80.0,4.0,5.0,13.4
Phú Nhuận,41.0,41.0,2.0,2.0,4.3
Phú Nhuận,170.0,170.0,5.0,6.0,36.0
Phú Nhuận,62.0,62.0,5.0,6.0,14.5
Phú Nhuận,80.0,280.0,4.0,4.0,33.0
Phú Nhuận,60.0,174.0,4.0,5.0,10.0
Phú Nhuận,65.0,282.0,4.0,5.0,22.5
Phú Nhuận,96.0,96.0,5.0,6.0,29.0
Phú Nhuận,138.0,552.0,4.0,4.0,38.0
Phú Nhuận,85.0,880.0,9.0,10.0,30.0
Phú Nhuận,64.0,256.0,3.0,4.0,22.5
Phú Nhuận,143.0,572.0,3.0,4.0,25.0
Phú Nhuận,100.0,100.0,3.0,4.0,34.0
Phú Nhuận,154.0,950.0,7.0,7.0,40.0
Phú Nhuận,1050.0,1050.0,2.0,2.0,105.0
Phú Nhuận,125.0,500.0,3.0,4.0,34.0
Phú Nhuận,164.0,1640.0,9.0,10.0,70.0
Phú Nhuận,4850.0,3034.0,15.0,16.0,300.0
Phú Nhuận,154.0,154.0,2.0,2.0,65.0
Phú Nhuận,80.0,264.0,3.0,4.0,26.0
Phú Nhuận,288.0,232.0,4.0,5.0,47.0
Phú Nhuận,64.0,128.0,3.0,4.0,50.0
Phú Nhuận,253.0,253.0,1.0,1.0,99.0
Phú Nhuận,323.0,323.0,1.0,1.0,120.0
Phú Nhuận,75.2,232.0,3.0,4.0,35.0
Phú Nhuận,132.0,132.0,7.0,7.0,35.0
Phú Nhuận,60.0,300.0,5.0,5.0,22.0
Phú Nhuận,366.0,1666.0,9.0,9.0,95.0
Phú Nhuận,216.0,210.0,2.0,2.0,52.0
Phú Nhuận,308.0,1540.0,5.0,5.0,120.0
Phú Nhuận,550.0,550.0,11.0,11.0,230.0
Phú Nhuận,225.0,425.0,5.0,5.0,45.0
Phú Nhuận,120.0,480.0,4.0,3.0,38.0
Phú Nhuận,252.0,2200.0,8.0,8.0,125.0
Phú Nhuận,144.0,576.0,6.0,6.0,62.0
Phú Nhuận,225.0,1300.0,7.0,7.0,265.0
Phú Nhuận,552.0,4968.0,9.0,9.0,180.0
Phú Nhuận,144.0,1000.0,9.0,8.0,80.0
Phú Nhuận,72.0,216.0,3.0,3.0,22.0
Phú Nhuận,130.0,390.0,3.0,3.0,32.0
Phú Nhuận,85.0,93.0,3.0,3.0,60.0
Phú Nhuận,240.0,240.0,1.0,1.0,55.0
Phú Nhuận,91.0,93.0,3.0,3.0,60.0
Phú Nhuận,91.0,283.0,3.0,3.0,33.0
Phú Nhuận,66.0,264.0,4.0,4.0,26.0
Phú Nhuận,256.0,1024.0,4.0,4.0,193.0
Phú Nhuận,125.0,1048.0,8.0,7.0,60.0
Phú Nhuận,112.0,650.0,7.0,7.0,42.0
Phú Nhuận,155.0,620.0,4.0,4.0,41.0
Phú Nhuận,270.0,250.0,4.0,4.0,95.0
Phú Nhuận,389.0,2485.0,9.0,9.0,145.0
Phú Nhuận,73.0,200.0,3.0,3.0,9.0
Phú Nhuận,33.0,104.0,4.0,5.0,14.5
Phú Nhuận,21.0,50.0,3.0,3.0,11.9
Phú Nhuận,92.0,276.0,4.0,4.0,13.0
Phú Nhuận,48.0,48.0,2.0,2.0,5.79
Phú Nhuận,30.0,30.0,3.0,3.0,5.98
Phú Nhuận,50.0,50.0,4.0,4.0,7.0
Phú Nhuận,68.0,221.0,3.0,4.0,26.5
Phú Nhuận,53.0,48.0,3.0,2.0,12.8
Phú Nhuận,67.0,67.0,3.0,4.0,8.7
Phú Nhuận,49.0,49.0,5.0,3.0,8.1
Phú Nhuận,45.0,90.0,3.0,3.0,4.3
Phú Nhuận,40.0,152.0,4.0,4.0,6.2
Phú Nhuận,60.0,120.0,3.0,3.0,7.45
Phú Nhuận,46.0,175.0,5.0,4.0,7.58
Phú Nhuận,65.0,180.0,5.0,3.0,10.5
Phú Nhuận,241.4,1500.0,20.0,16.0,95.0
Phú Nhuận,60.0,60.0,1.0,1.0,4.85
Phú Nhuận,58.0,58.0,4.0,5.0,10.5
Phú Nhuận,87.0,321.0,6.0,7.0,30.0
Phú Nhuận,58.0,68.0,9.0,9.0,14.8
Phú Nhuận,60.0,165.0,3.0,3.0,23.0
Phú Nhuận,105.0,502.0,4.0,4.0,52.0
Phú Nhuận,49.0,200.0,7.0,7.0,10.5
Phú Nhuận,98.0,565.0,24.0,24.0,55.0
Phú Nhuận,144.0,144.0,1.0,1.0,31.0
Phú Nhuận,44.0,44.0,2.0,2.0,6.3
Phú Nhuận,63.0,200.0,5.0,5.0,11.8
Phú Nhuận,1050.0,912.0,10.0,9.0,850.0
Phú Nhuận,144.0,144.0,5.0,5.0,31.0
Phú Nhuận,144.0,144.0,6.0,6.0,31.0
Phú Nhuận,214.0,422.0,7.0,8.0,36.0
Phú Nhuận,152.0,364.0,5.0,4.0,46.0
Phú Nhuận,99.0,465.0,23.0,24.0,31.0
Phú Nhuận,131.0,992.0,8.0,8.0,54.0
Phú Nhuận,149.0,699.0,22.0,23.0,23.0
Phú Nhuận,54.0,161.0,4.0,5.0,19.8
Phú Nhuận,88.0,300.0,8.0,9.0,18.9
Phú Nhuận,69.0,414.0,6.0,7.0,10.499
Phú Nhuận,73.0,107.0,3.0,3.0,46.0
Phú Nhuận,56.0,56.0,5.0,5.0,9.3
Phú Nhuận,60.0,120.0,3.0,2.0,3.15
Phú Nhuận,52.0,104.0,3.0,2.0,3.65
Phú Nhuận,45.0,145.0,4.0,3.0,4.25
Phú Nhuận,56.0,194.0,5.0,4.0,5.78
Phú Nhuận,48.0,96.0,3.0,2.0,2.05
Phú Nhuận,336.0,449.0,3.0,3.0,87.0
Phú Nhuận,114.0,700.0,7.0,8.0,35.5
Phú Nhuận,61.0,300.0,6.0,4.0,11.0
Phú Nhuận,43.0,86.0,3.0,2.0,2.45
Phú Nhuận,40.0,120.0,3.0,3.0,3.25
Phú Nhuận,32.0,64.0,2.0,2.0,1.75
Phú Nhuận,56.6,145.0,3.0,3.0,4.15
Phú Nhuận,69.0,169.0,4.0,3.0,3.55
Phú Nhuận,22.0,66.0,3.0,3.0,1.8
Phú Nhuận,60.0,120.0,3.0,2.0,0.299
Phú Nhuận,60.0,120.0,3.0,2.0,3.79
Phú Nhuận,146.0,146.0,2.0,1.0,13.99
Phú Nhuận,140.0,280.0,11.0,11.0,16.0
Phú Nhuận,143.0,570.0,12.0,8.0,16.9
Phú Nhuận,256.0,800.0,6.0,6.0,192.999
Phú Nhuận,250.0,500.0,8.0,8.0,37.999
Phú Nhuận,13.0,40.0,2.0,2.0,2.7
Phú Nhuận,71.0,300.0,9.0,9.0,8.8
Phú Nhuận,60.0,300.0,6.0,7.0,11.0
Phú Nhuận,18.0,35.0,2.0,2.0,2.9
Phú Nhuận,43.0,120.0,4.0,5.0,8.6
Phú Nhuận,41.0,100.0,3.0,3.0,7.38
Phú Nhuận,30.0,90.0,4.0,5.0,6.5
Phú Nhuận,24.0,60.0,2.0,3.0,3.98
Phú Nhuận,68.0,130.0,3.0,3.0,6.2
Phú Nhuận,61.8,240.0,4.0,4.0,11.3
Phú Nhuận,41.0,80.0,2.0,2.0,5.8
Phú Nhuận,101.0,500.0,6.0,7.0,15.5
Tân Bình,235.0,450.0,3.0,3.0,38.0
Tân Bình,300.0,600.0,4.0,4.0,61.0
Tân Bình,204.0,1800.0,9.0,9.0,87.0
Tân Bình,104.0,600.0,20.0,21.0,23.499
Tân Bình,318.0,499.0,4.0,4.0,50.0
Tân Bình,140.0,399.0,4.0,5.0,20.0
Tân Bình,144.0,900.0,32.0,33.0,57.0
Tân Bình,111.6,700.0,13.0,13.0,22.0
Tân Bình,242.0,450.0,8.0,8.0,51.0
Tân Bình,335.0,1500.0,7.0,8.0,51.999
Tân Bình,132.8,850.0,7.0,7.0,51.999
Tân Bình,146.0,1400.0,35.0,36.0,45.999
Tân Bình,116.0,550.0,10.0,10.0,33.5
Tân Bình,740.0,1800.0,9.0,12.0,130.0
Tân Bình,218.0,400.0,5.0,5.0,36.8
Tân Bình,350.0,1000.0,8.0,9.0,66.0
Tân Bình,150.0,450.0,3.0,3.0,50.0
Tân Bình,179.0,1000.0,36.0,37.0,60.0
Tân Bình,87.0,500.0,12.0,13.0,15.5
Tân Bình,132.0,500.0,18.0,18.0,20.8
Tân Bình,52.0,96.0,2.0,2.0,8.4
Tân Bình,83.3,249.9,3.0,4.0,15.0
Tân Bình,74.0,286.0,6.0,7.0,8.2
Tân Bình,87.0,193.0,3.0,3.0,11.4
Tân Bình,121.0,500.0,10.0,10.0,27.0
Tân Bình,55.0,162.0,3.0,3.0,10.9
Tân Bình,100.0,100.0,4.0,4.0,16.5
Tân Bình,70.0,240.0,4.0,5.0,11.999
Tân Bình,54.0,189.0,5.0,4.0,10.5
Tân Bình,75.0,300.0,5.0,5.0,15.0
Tân Bình,68.0,168.0,4.0,3.0,12.6
Tân Bình,127.0,240.0,5.0,5.0,21.5
Tân Bình,100.0,500.0,13.0,13.0,20.6
Tân Bình,80.0,240.0,12.0,12.0,8.2
Tân Bình,80.0,400.0,5.0,5.0,33.0
Tân Bình,82.0,350.0,7.0,7.0,15.5
Tân Bình,65.1,212.0,4.0,4.0,11.9
Tân Bình,83.0,230.0,5.0,5.0,10.7
Tân Bình,118.3,200.0,2.0,2.0,17.5
Tân Bình,450.0,450.0,1.0,1.0,56.5
Tân Bình,94.0,375.0,5.0,6.0,15.5
Tân Bình,135.0,560.0,22.0,22.0,27.0
Tân Bình,341.0,800.0,21.0,21.0,30.0
Tân Bình,88.0,160.0,2.0,2.0,18.999
Tân Bình,100.0,310.0,4.0,6.0,23.0
Tân Bình,84.0,434.0,14.0,14.0,36.5
Tân Bình,31.0,31.0,2.0,2.0,7.35
Tân Bình,65.0,64.0,4.0,3.0,9.5
Tân Bình,48.0,48.0,2.0,2.0,6.58
Tân Bình,93.0,372.0,8.0,8.0,13.5
Tân Bình,42.0,200.0,4.0,4.0,11.8
Tân Bình,25.0,75.0,3.0,3.0,4.99
Tân Bình,26.0,72.0,2.0,3.0,4.87
Tân Bình,26.0,72.0,2.0,3.0,4.78
Tân Bình,305.0,305.0,2.0,2.0,47.0
Tân Bình,104.0,520.0,4.0,4.0,29.7
Tân Bình,24.0,60.0,3.0,3.0,2.65
Tân Bình,240.0,720.0,3.0,3.0,60.0
Tân Bình,230.0,282.0,2.0,3.0,28.0
Tân Bình,426.0,94.0,5.0,5.0,38.0
Tân Bình,173.0,173.0,1.0,1.0,35.0
Tân Bình,164.0,164.0,5.0,5.0,47.0
Tân Bình,120.0,120.0,5.0,5.0,45.0
Tân Bình,203.6,203.15,8.0,9.0,70.0
Tân Bình,295.2,1212.0,7.0,8.0,70.0
Tân Bình,288.0,288.0,4.0,4.0,48.0
Tân Bình,72.0,576.0,5.0,6.0,20.0
Tân Bình,438.0,3501.0,7.0,9.0,205.0
Tân Bình,120.0,641.0,6.0,6.0,36.0
Tân Bình,540.0,540.0,6.0,6.0,52.0
Tân Bình,200.0,800.0,4.0,4.0,72.0
Tân Bình,200.0,1400.0,7.0,7.0,55.0
Tân Bình,176.0,176.0,7.0,7.0,65.0
Tân Bình,134.0,134.0,4.0,4.0,37.0
Tân Bình,139.0,758.0,6.0,6.0,48.0
Tân Bình,115.0,115.0,4.0,4.0,30.0
Tân Bình,118.0,761.0,6.0,6.0,30.0
Tân Bình,300.0,305.0,7.0,8.0,40.0
Tân Bình,183.0,183.0,7.0,7.0,43.0
Tân Bình,74.0,74.0,2.0,2.0,26.8
Tân Bình,270.0,417.0,2.0,3.0,49.0
Tân Bình,105.0,143.0,5.0,5.0,45.0
Tân Bình,120.0,720.0,5.0,5.0,36.0
Tân Bình,210.0,800.0,5.0,5.0,74.0
Tân Bình,234.0,232.0,7.0,6.0,68.0
Tân Bình,220.0,220.0,3.0,3.0,65.0
Tân Bình,208.0,1040.0,5.0,2.0,34.0
Tân Bình,95.0,95.0,5.0,3.0,27.0
Tân Bình,120.0,480.0,3.0,4.0,25.0
Tân Bình,230.0,230.0,5.0,5.0,32.0
Tân Bình,310.0,1446.0,5.0,6.0,34.0
Tân Bình,475.0,475.0,8.0,8.0,100.0
Tân Bình,160.0,640.0,4.0,4.0,70.0
Tân Bình,300.0,600.0,2.0,2.0,80.0
Tân Bình,76.0,456.0,6.0,6.0,25.0
Tân Bình,270.0,1400.0,6.0,5.0,80.0
Tân Bình,150.0,900.0,6.0,6.0,40.0
Tân Bình,144.0,1020.0,7.0,7.0,32.5
Tân Bình,192.0,200.0,6.0,6.0,45.0
Tân Bình,160.0,320.0,2.0,2.0,33.0
Tân Bình,294.0,294.0,1.0,1.0,50.0
Tân Bình,120.0,360.0,3.0,2.0,42.0
Tân Bình,308.0,308.0,1.0,1.0,85.0
Tân Bình,187.0,1000.0,7.0,7.0,37.0
Tân Bình,224.0,458.0,2.0,2.0,70.0
Tân Bình,240.0,720.0,3.0,3.0,99.0
Tân Bình,180.0,900.0,5.0,4.0,36.0
Tân Bình,85.0,85.0,6.0,6.0,130.0
Tân Bình,219.0,857.0,6.0,5.0,37.0
Tân Bình,68.0,340.0,5.0,5.0,22.5
Tân Bình,278.0,278.0,9.0,8.0,68.0
Tân Bình,105.0,1080.0,7.0,7.0,26.0
Tân Bình,132.0,264.0,2.0,1.0,43.0
Tân Bình,172.0,688.0,4.0,4.0,35.0
Tân Bình,1000.0,1346.0,3.0,3.0,100.0
Tân Bình,60.0,60.0,5.0,5.0,8.9
Tân Bình,220.0,220.0,10.0,10.0,23.0
Tân Bình,72.0,140.0,3.0,2.0,6.8
Tân Bình,63.0,189.0,6.0,7.0,14.9
Tân Bình,57.0,100.0,4.0,4.0,8.6
Tân Bình,63.0,189.0,6.0,7.0,14.9
Tân Bình,33.0,43.0,2.0,1.0,3.678
Tân Bình,75.0,75.0,5.0,5.0,6.19
Tân Bình,40.0,200.0,5.0,5.0,6.3
Tân Bình,75.0,300.0,10.0,10.0,9.1
Tân Bình,196.0,1055.0,10.0,10.0,69.0
Tân Bình,166.0,166.0,6.0,6.0,13.49
Tân Bình,60.0,60.0,6.0,6.0,12.49
Tân Bình,81.0,81.0,15.0,15.0,37.8
Tân Bình,86.0,300.0,6.0,5.0,16.5
Tân Bình,48.0,160.0,3.0,4.0,10.9
Tân Bình,55.0,130.0,4.0,3.0,7.9
Tân Bình,48.0,220.0,5.0,4.0,10.8
Tân Bình,38.0,120.0,4.0,3.0,6.2
Tân Bình,70.0,180.0,3.0,3.0,15.555
Tân Bình,64.0,180.0,4.0,3.0,10.5
Tân Bình,64.0,130.0,2.0,3.0,7.2
Tân Bình,56.0,200.0,4.0,4.0,10.2
Tân Bình,105.0,479.0,20.0,10.0,22.79
Tân Bình,175.0,220.0,5.0,3.0,13.0
Tân Bình,50.0,220.0,4.0,4.0,6.36
Tân Bình,130.0,130.0,2.0,2.0,12.9
Tân Bình,70.0,200.0,3.0,3.0,18.0
Tân Bình,55.0,180.0,4.0,3.0,7.5
Tân Bình,56.0,200.0,4.0,4.0,14.8
Tân Bình,84.0,160.0,2.0,2.0,11.0
Tân Bình,115.0,360.0,6.0,4.0,18.0
Tân Bình,64.0,260.0,6.0,5.0,11.0
Tân Bình,88.0,380.0,6.0,6.0,18.8
Tân Bình,350.0,350.0,1.0,2.0,49.0
Tân Bình,90.0,350.0,8.0,7.0,12.6
Tân Bình,75.0,150.0,4.0,3.0,8.2
Tân Bình,60.0,160.0,5.0,4.0,11.0
Tân Bình,37.0,76.0,2.0,2.0,6.68
Tân Bình,64.0,192.0,3.0,3.0,18.5
Tân Bình,19.0,60.0,3.0,3.0,5.25
Tân Bình,64.0,130.0,2.0,2.0,9.8
Tân Bình,210.0,210.0,1.0,1.0,22.0
Tân Bình,85.0,350.0,5.0,4.0,15.5
Tân Bình,150.0,768.0,30.0,31.0,33.9
Tân Bình,56.0,200.0,5.0,3.0,12.8
Tân Bình,72.0,200.0,4.0,3.0,15.5
Tân Bình,60.0,120.0,3.0,1.0,13.5
Tân Bình,72.0,200.0,4.0,3.0,24.0
Tân Bình,97.0,97.0,1.0,1.0,14.5
Tân Bình,51.0,150.0,4.0,3.0,7.999
Tân Bình,100.0,240.0,6.0,5.0,15.5
Tân Bình,45.0,135.0,4.0,3.0,7.5
Tân Bình,70.0,170.0,4.0,3.0,10.5
Tân Bình,212.0,600.0,20.0,21.0,45.0
Tân Bình,56.0,120.0,2.0,2.0,11.9
Tân Bình,60.0,180.0,4.0,3.0,9.5
Tân Bình,60.0,120.0,2.0,2.0,6.8
Tân Bình,56.0,120.0,2.0,1.0,8.2
Tân Bình,109.0,200.0,4.0,2.0,8.9
Tân Bình,165.0,165.0,5.0,5.0,13.5
Tân Bình,55.0,200.0,4.0,5.0,8.7
Tân Bình,39.0,90.0,3.0,4.0,4.0
Tân Bình,80.0,249.0,5.0,5.0,8.9
Tân Bình,67.5,249.0,5.0,4.0,6.0
Tân Bình,64.0,3.0,4.0,5.0,6.5
Tân Bình,60.0,250.0,5.0,6.0,7.0
Tân Bình,60.0,4.0,4.0,4.0,7.0
Tân Bình,80.0,160.0,3.0,2.0,8.0
Tân Bình,84.0,160.0,3.0,3.0,8.0
Tân Bình,70.0,200.0,4.0,5.0,8.0
Tân Phú,68.0,68.0,5.0,4.0,8.9
Tân Phú,25.0,50.0,2.0,2.0,3.1
Tân Phú,27.0,54.0,2.0,2.0,3.4
Tân Phú,31.0,54.0,1.0,1.0,3.2
Tân Phú,55.0,110.0,3.0,2.0,5.5
Tân Phú,51.0,96.0,3.0,2.0,5.15
Tân Phú,10000.0,6600.0,1.0,1.0,195.0
Tân Phú,41.5,41.5,4.0,3.0,6.5
Tân Phú,56.0,56.0,4.0,4.0,9.8
Tân Phú,50.0,50.0,2.0,1.0,5.5
Tân Phú,80.0,80.0,4.0,3.0,9.5
Tân Phú,72.0,72.0,4.0,3.0,14.2
Tân Phú,276.0,276.0,10.0,10.0,23.8
Tân Phú,48.0,218.0,6.0,4.0,12.2
Tân Phú,82.0,300.0,5.0,5.0,17.5
Tân Phú,127.0,381.0,3.0,3.0,19.5
Tân Phú,95.0,350.0,7.0,5.0,16.399
Tân Phú,77.0,150.0,5.0,3.0,8.5
Tân Phú,70.0,300.0,4.0,3.0,11.0
Tân Phú,169.0,169.0,1.0,1.0,12.199
Tân Phú,192.0,800.0,12.0,9.0,47.0
Tân Phú,160.0,480.0,6.0,6.0,19.3
Tân Phú,180.0,179.0,13.0,13.0,23.0
Tân Phú,36.0,70.0,2.0,2.0,4.3
Tân Phú,50.0,50.0,3.0,2.0,6.45
Tân Phú,56.0,56.0,3.0,2.0,5.98
Tân Phú,18.0,50.0,2.0,2.0,2.5
Tân Phú,130.0,398.0,2.0,2.0,9.999
Tân Phú,96.0,440.0,6.0,7.0,31.8
Tân Phú,130.0,392.0,5.0,6.0,9.999
Tân Phú,80.0,401.3,6.0,7.0,21.0
Tân Phú,600.0,600.0,6.0,6.0,100.0
Tân Phú,200.0,600.0,3.0,2.0,43.0
Tân Phú,174.0,600.0,31.0,31.0,39.999
Tân Phú,30.0,49.0,2.0,1.0,3.679
Tân Phú,48.0,139.0,4.0,4.0,6.789
Tân Phú,24.0,28.0,2.0,2.0,3.2
Tân Phú,45.0,45.0,3.0,3.0,3.199
Tân Phú,39.0,139.0,3.0,3.0,4.99
Tân Phú,48.0,79.0,3.0,2.0,4.799
Tân Phú,40.0,56.0,2.0,2.0,3.839
Tân Phú,80.0,80.0,4.0,10.0,10.499
Tân Phú,35.0,35.0,4.0,5.0,5.95
Tân Phú,72.0,72.0,3.0,4.0,12.0
Tân Phú,65.0,65.0,6.0,6.0,12.6
Tân Phú,52.0,217.0,7.0,5.0,10.6
Tân Phú,100.0,318.0,8.0,9.0,21.499
Tân Phú,102.0,240.0,4.0,3.0,12.0
Tân Phú,275.0,275.0,10.0,10.0,24.5
Tân Phú,166.0,166.0,1.0,1.0,15.9
Tân Phú,200.0,200.0,1.0,1.0,25.0
Tân Phú,75.0,130.0,2.0,2.0,7.9
Tân Phú,48.0,200.0,5.0,4.0,12.2
Tân Phú,156.0,156.0,2.0,2.0,17.8
Tân Phú,48.0,160.0,3.0,4.0,8.8
Tân Phú,112.0,380.0,6.0,4.0,17.6
Tân Phú,125.0,400.0,8.0,5.0,16.5
Tân Phú,68.0,140.0,2.0,2.0,9.5
Tân Phú,120.0,120.0,1.0,1.0,11.2
Tân Phú,60.0,180.0,4.0,3.0,9.5
Tân Phú,280.0,800.0,8.0,8.0,57.9
Tân Phú,280.0,800.0,8.0,8.0,57.9
Tân Phú,60.0,180.0,4.0,4.0,9.9
Tân Phú,60.0,210.0,5.0,4.0,10.5
Tân Phú,50.0,160.0,4.0,3.0,5.85
Tân Phú,44.0,44.0,1.0,1.0,8.9
Tân Phú,216.0,400.0,4.0,4.0,38.5
Tân Phú,58.0,130.0,4.0,3.0,8.2
Tân Phú,72.0,140.0,2.0,2.0,6.5
Tân Phú,80.0,80.0,2.0,2.0,12.6
Tân Phú,76.0,300.0,4.0,4.0,12.5
Tân Phú,60.0,200.0,5.0,4.0,9.999
Tân Phú,82.0,220.0,4.0,3.0,10.3
Tân Phú,70.0,200.0,3.0,3.0,9.6
Tân Phú,68.0,150.0,3.0,2.0,7.38
Tân Phú,255.0,255.0,6.0,5.0,32.8
Tân Phú,286.0,1300.0,32.0,33.0,31.5
Tân Phú,56.0,224.0,5.0,4.0,9.4
Tân Phú,60.0,200.0,4.0,4.0,7.0
Tân Phú,55.0,20.0,4.0,4.0,7.0
Tân Phú,56.0,200.0,4.0,5.0,7.0
Tân Phú,55.0,149.0,4.0,3.0,5.585
Tân Phú,38.0,79.0,4.0,3.0,3.889
Tân Phú,13.0,25.0,2.0,1.0,1.6800000000000002
Tân Phú,70.0,150.0,2.0,2.0,5.5
Tân Phú,80.0,80.0,2.0,1.0,13.0
Tân Phú,90.0,90.0,2.0,2.0,11.99
Tân Phú,73.0,73.0,1.0,1.0,6.3
Tân Phú,36.0,99.0,3.0,3.0,4.87
Tân Phú,77.0,139.0,3.0,3.0,5.9
Tân Phú,32.0,60.0,2.0,2.0,3.59
Tân Phú,128.0,306.0,4.0,4.0,44.999
Tân Phú,36.0,76.0,2.0,2.0,4.6
Tân Phú,40.0,84.0,2.0,2.0,6.0
Tân Phú,160.0,160.0,4.0,4.0,27.499
Tân Phú,35.0,69.0,2.0,2.0,3.899
Tân Phú,79.0,158.0,3.0,3.0,6.5
Tân Phú,40.0,160.0,4.0,4.0,9.0
Tân Phú,66.0,264.0,4.0,4.0,9.2
Tân Phú,72.0,72.0,1.0,1.0,9.2
Tân Phú,48.0,160.0,4.0,5.0,6.3
Tân Phú,165.0,500.0,8.0,6.0,33.5
Tân Phú,78.0,270.0,4.0,4.0,10.6
Tân Phú,64.0,120.0,2.0,2.0,7.9
Tân Phú,215.0,215.0,4.0,4.0,38.0
Tân Phú,76.0,220.0,3.0,3.0,10.9
Tân Phú,128.0,128.0,8.0,8.0,9.68
Tân Phú,90.0,90.0,4.0,5.0,7.5
Tân Phú,2273.0,2273.0,10.0,6.0,398.0
Tân Phú,180.0,1031.0,14.0,15.0,33.0
Tân Phú,115.0,346.0,7.0,8.0,26.0
Tân Phú,109.0,389.0,7.0,8.0,42.0
Tân Phú,190.0,720.0,6.0,6.0,58.0
Tân Phú,36.3,90.0,3.0,3.0,4.75
Tân Phú,41.0,41.0,3.0,2.0,3.8
Tân Phú,150.0,380.0,5.0,5.0,17.9
Tân Phú,150.0,300.0,4.0,2.0,20.3
Tân Phú,435.0,2100.0,9.0,9.0,55.0
Tân Phú,82.0,82.0,40.0,41.0,8.2
Tân Phú,87.0,87.0,4.0,4.0,12.9
Tân Phú,61.0,61.0,4.0,4.0,10.0
Tân Phú,64.0,64.0,1.0,1.0,10.0
Tân Phú,90.0,90.0,5.0,5.0,16.8
Tân Phú,90.0,90.0,4.0,4.0,12.7
Tân Phú,156.0,156.0,5.0,5.0,19.5
Tân Phú,56.0,56.0,3.0,3.0,8.5
Tân Phú,136.0,136.0,2.0,2.0,15.5
Tân Phú,128.0,128.0,40.0,41.0,35.0
Tân Phú,117.0,117.0,6.0,3.0,14.0
Tân Phú,16.0,32.0,2.0,2.0,1.8
Tân Phú,37.0,74.0,3.0,2.0,2.45
Tân Phú,40.0,80.0,3.0,2.0,3.25
Tân Phú,38.0,76.0,3.0,2.0,3.05
Tân Phú,51.0,250.0,4.0,5.0,7.39
Tân Phú,60.0,300.0,5.0,6.0,9.89
Tân Phú,60.0,120.0,2.0,2.0,7.0
Tân Phú,78.0,300.0,5.0,5.0,7.49
Tân Phú,51.0,200.0,3.0,3.0,5.1
Tân Phú,56.0,250.0,5.0,6.0,6.39
Tân Phú,69.0,200.0,3.0,3.0,7.89
Tân Phú,65.0,300.0,6.0,5.0,8.45
Tân Phú,70.0,200.0,4.0,3.0,6.49
Tân Phú,56.0,200.0,4.0,4.0,8.49
Tân Phú,80.0,320.0,5.0,6.0,8.9
Tân Phú,133.0,133.0,2.0,2.0,12.5
Tân Phú,49.0,120.0,3.0,3.0,7.9
Tân Phú,118.0,220.0,2.0,2.0,12.799
